iter	Logloss
122	0.3700801681
123	0.3690767883
124	0.3682938408
125	0.3676544145
126	0.3667634389
127	0.3657770355
128	0.3649621914
129	0.3640024501
130	0.3634259415
131	0.362510787
132	0.3617804242
133	0.3610662531
134	0.3597890292
135	0.3587523218
136	0.35803473
137	0.3572114609
138	0.3565022932
139	0.3557318098
140	0.3549946175
141	0.3540636089
142	0.3533353054
143	0.3525064773
144	0.3514309801
145	0.3510190651
146	0.3502352833
147	0.3497259628
148	0.3490455253
149	0.3485268867
150	0.3481174954
151	0.347379645
152	0.3465070229
153	0.3457876495
154	0.345328257
155	0.3448069215
156	0.3439076639
157	0.3433306896
158	0.3425025899
159	0.3417712998
160	0.3410449327
161	0.3402666386
162	0.3397335652
163	0.339148811
164	0.3385388026
165	0.3379225422
166	0.3373737268
167	0.3370489675
168	0.3363700845
169	0.3357668593
170	0.3353449894
171	0.3346795308
172	0.3338803803
173	0.3334393401
174	0.3328839331
175	0.3322275727
176	0.3313930206
177	0.3308974967
178	0.3301265783
179	0.3296175035
180	0.3291522155
181	0.3287840485
182	0.3283922156
183	0.3280815198
184	0.3274859915
185	0.3271209982
186	0.3265472271
187	0.326207599
188	0.3257994404
189	0.3254644548
190	0.3249774132
191	0.3243052996
192	0.3238049946
193	0.3232513527
194	0.3229523521
195	0.3224512914
196	0.3220809168
197	0.3216226118
198	0.3209751571
199	0.3201854668
200	0.3192402955
201	0.3185160156
202	0.3181747243
203	0.3178127066
204	0.3173500884
205	0.3161759399
206	0.315745125
207	0.3151652676
208	0.3147667559
209	0.314100011
210	0.3134735828
211	0.3130627024
212	0.3124130649
213	0.3121920229
214	0.3118857248
215	0.3115779379
216	0.3109113036
217	0.3104658734
218	0.3099300856
219	0.30945638
220	0.3088096204
221	0.3081372184
222	0.3076151483
223	0.3069641386
224	0.3063052693
225	0.3060121813
226	0.3057508948
227	0.3053153133
228	0.304465306
229	0.3040875965
230	0.3036031786
231	0.3032145517
232	0.3026031524
233	0.3019672305
234	0.3013813533
235	0.3009174251
236	0.3004469043
237	0.29988537
238	0.2993996944
239	0.2991582768
240	0.2984590816
241	0.2980539035
242	0.2976726745
243	0.2973357968
244	0.2967107503
245	0.2958341638
246	0.2954067892
247	0.2949205356
248	0.2946451347
249	0.2943047402
250	0.2939401789
251	0.2937109571
252	0.2935404566
253	0.2929884003
254	0.2923485668
255	0.2917120627
256	0.2912726184
257	0.2909543564
258	0.2905887706
259	0.2904207701
260	0.2901573207
261	0.2896289833
262	0.2891408473
263	0.2886349955
264	0.2879568246
265	0.2873832241
266	0.2871309714
267	0.2867564641
268	0.286014747
269	0.2854652399
270	0.2850452436
271	0.284689887
272	0.2844904397
273	0.2840774581
274	0.2836324428
275	0.2833910241
276	0.2832266524
277	0.2828094598
278	0.2826537763
279	0.2822294735
280	0.2820834634
281	0.2815256384
282	0.281140744
283	0.2806797126
284	0.2802137953
285	0.2799192206
286	0.2793512231
287	0.2788373726
288	0.2784111874
289	0.2779368393
290	0.27751499
291	0.2773138228
292	0.2768102618
293	0.2760744659
294	0.2756414061
295	0.2753197916
296	0.2748905241
297	0.2744967745
298	0.2740229697
299	0.2734759546
300	0.2732225771
301	0.2725933786
302	0.2723850449
303	0.2719850562
304	0.2714810409
305	0.2711881235
306	0.2707560677
307	0.270218612
308	0.2699599366
309	0.2696802201
310	0.2693591438
311	0.2689695793
312	0.2680617238
313	0.2677464577
314	0.2673789596
315	0.2668675945
316	0.2663364021
317	0.2661461764
318	0.265722563
319	0.2655356955
320	0.2651942073
321	0.2648357665
322	0.2644490459
323	0.2642859612
324	0.264041787
325	0.2636946848
326	0.2631631503
327	0.2629077359
328	0.2624083867
329	0.262131298
330	0.2619425367
331	0.2614989441
332	0.2612347616
333	0.2609529014
334	0.2606576756
335	0.2601525742
336	0.2598032932
337	0.2594562606
338	0.2591346891
339	0.2588235167
340	0.2583123635
341	0.2578150121
342	0.2576335101
343	0.257387156
344	0.2569429124
345	0.2566942895
346	0.2563908441
347	0.2557573482
348	0.2553616454
349	0.2551790055
350	0.2546675123
351	0.2542039171
352	0.2539801026
353	0.2535427563
354	0.2532264476
355	0.2530236613
356	0.2526739729
357	0.2524061177
358	0.2519150588
359	0.2513336367
360	0.2510853038
361	0.250932956
362	0.2506961225
363	0.250532797
364	0.2501043821
365	0.2495672428
366	0.2491549716
367	0.2489528481
368	0.2488962971
369	0.2485747682
370	0.2482356307
371	0.2481783905
372	0.2479864706
373	0.2475103127
374	0.2472675843
375	0.2471221459
376	0.2467841894
377	0.2463889098
378	0.2459984762
379	0.2454939695
380	0.2452935123
381	0.2449714673
382	0.2448491061
383	0.2445529305
384	0.2441117564
385	0.2437435265
386	0.2435128223
387	0.2432885664
388	0.2428077122
389	0.2425386106
390	0.2420425383
391	0.2416655254
392	0.2412992274
393	0.2410023506
394	0.2406047194
395	0.2402012526
396	0.2399342785
397	0.2397171644
398	0.2395179084
399	0.2389546601
400	0.2385964413
401	0.2383053584
402	0.2379598674
403	0.2376804881
404	0.237257943
405	0.2368875474
406	0.2365358917
407	0.2362696264
408	0.2358934549
409	0.2357528766
410	0.2353412729
411	0.2350579313
412	0.2346512468
413	0.2344294055
414	0.2341181411
415	0.2339338803
416	0.2336067639
417	0.2333245693
418	0.2332176184
419	0.2329229534
420	0.232661433
421	0.2321497445
422	0.2318790168
423	0.2313653509
424	0.2311657467
425	0.2310020653
426	0.2307855381
427	0.2303506413
428	0.2299420883
429	0.2296361577
430	0.2294010345
431	0.2292208668
432	0.2288992103
433	0.2287306814
434	0.228721378
435	0.2286178765
436	0.2285137953
437	0.2282785865
438	0.2280878485
439	0.2276759482
440	0.2273828691
441	0.2271019875
442	0.2267671679
443	0.2265257529
444	0.2262739748
445	0.2260754736
446	0.2257118418
447	0.2250634922
448	0.2248156756
449	0.2242799838
450	0.2239405221
451	0.2235422368
452	0.2233400971
453	0.2229459355
454	0.2224301445
455	0.2220515074
456	0.2218433661
457	0.2216170124
458	0.2214513096
459	0.2210863059
460	0.220699949
461	0.22048701
462	0.2201454692
463	0.2196560253
464	0.2194460726
465	0.2190366901
466	0.2189188953
467	0.2186868513
468	0.2185195701
469	0.218292958
470	0.2179962889
471	0.2177709922
472	0.217608569
473	0.2172774086
474	0.2170523985
475	0.2169229609
476	0.2163624944
477	0.2160799131
478	0.2158881241
479	0.2155497638
480	0.2151250767
481	0.2147818541
482	0.2143122523
483	0.2140509541
484	0.2138278054
485	0.2135307013
486	0.2132006742
487	0.212916436
488	0.2128363236
489	0.2126820045
490	0.212298071
491	0.2121408835
492	0.2119141003
493	0.2114255127
494	0.2111191731
495	0.2109839944
496	0.2106025333
497	0.2104344422
498	0.2102261362
499	0.2100858534
500	0.2096375072
501	0.2092105033
502	0.2087563867
503	0.2085606686
504	0.208403247
505	0.2081764079
506	0.2078606488
507	0.2076928193
508	0.2074615564
509	0.2070592074
510	0.2067814134
511	0.206565556
512	0.2064680297
513	0.2062162926
514	0.2059778772
515	0.2058376402
516	0.2056817512
517	0.2054722644
518	0.2050146031
519	0.2048407852
520	0.2046675253
521	0.2042117285
522	0.2039110048
523	0.2035683488
524	0.2031839715
525	0.2029528052
526	0.2026569388
527	0.202102961
528	0.2018928984
529	0.2015765086
530	0.2012229232
531	0.2008592444
532	0.2004912348
533	0.2003339482
534	0.2001044119
535	0.200026343
536	0.1996788328
537	0.1995334087
538	0.1993780634
539	0.1991358642
540	0.1989907293
541	0.198658305
542	0.1984383985
543	0.1982535358
544	0.1980283392
545	0.1978235892
546	0.1976321803
547	0.1975341519
548	0.197399946
549	0.1971559642
550	0.1968849157
551	0.1964178608
552	0.1962291437
553	0.1960877861
554	0.195667836
555	0.1952700552
556	0.1950910288
557	0.1946769546
558	0.1942907147
559	0.1940717189
560	0.1939268289
561	0.1936947168
562	0.1932813114
563	0.192894452
564	0.1927864916
565	0.1925824916
566	0.1923687774
567	0.1922812677
568	0.1920454719
569	0.1918784914
570	0.1916796921
571	0.1914023966
572	0.1913169819
573	0.1910758282
574	0.190828563
575	0.1905437882
576	0.1903472404
577	0.1902062396
578	0.1900350009
579	0.1895431381
580	0.1892562081
581	0.1889999814
582	0.1888429278
583	0.1884960719
584	0.1884346177
585	0.1882700895
586	0.1879660847
587	0.1877502942
588	0.1876192108
589	0.1874294472
590	0.1870206759
591	0.1867943868
592	0.1866448172
593	0.1863920719
594	0.1861428109
595	0.1859580739
596	0.1857757005
597	0.1856486177
598	0.1854046067
599	0.1852460524
600	0.1851195314
601	0.1847826621
602	0.1846506052
603	0.1844675251
604	0.1842867292
605	0.1842526622
606	0.1840979175
607	0.1839180678
608	0.1837710128
609	0.1836848335
610	0.1833869458
611	0.1832349242
612	0.1831564879
613	0.1828159336
614	0.1827321863
615	0.1826240156
616	0.1825219766
617	0.1823699104
618	0.1820276311
619	0.1817965971
620	0.1814249442
621	0.1812181319
622	0.1811321553
623	0.1809151711
624	0.1805379595
625	0.1803262408
626	0.1801500316
627	0.1800052753
628	0.1797216167
629	0.179533657
630	0.1793598086
631	0.1792682886
632	0.1791020381
633	0.1789296519
634	0.1787123749
635	0.1786672038
636	0.1784728439
637	0.1783121096
638	0.1780875253
639	0.1778956925
640	0.1776355105
641	0.1774974989
642	0.1772770841
643	0.1771091925
644	0.1768362237
645	0.1767871234
646	0.1766185671
647	0.1765904421
648	0.1763985505
649	0.1763402122
650	0.1762894065
651	0.1759944272
652	0.1757443306
653	0.1754192852
654	0.1753116958
655	0.1751341735
656	0.1749203995
657	0.174636701
658	0.1744499644
659	0.1742515257
660	0.1739184142
661	0.1736472089
662	0.173503503
663	0.1734840155
664	0.1732362231
665	0.1728879413
666	0.1727338271
667	0.1724920149
668	0.1723188036
669	0.1722373979
670	0.171927966
671	0.1717384814
672	0.1714542204
673	0.1713035349
674	0.1711617178
675	0.1710174988
676	0.1709161481
677	0.1706559531
678	0.1705962902
679	0.1703626808
680	0.1701157649
681	0.1699769896
682	0.1698476242
683	0.1695993128
684	0.1695022669
685	0.1693573807
686	0.1692448756
687	0.1691132687
688	0.1689416749
689	0.1688829428
690	0.1687485676
691	0.1683987677
692	0.1683746047
693	0.1681656798
694	0.1679819963
695	0.1677955048
696	0.1675944331
697	0.1675381909
698	0.1671769997
699	0.1670437309
700	0.1669464507
701	0.1666943317
702	0.1664653338
703	0.166293898
704	0.1662577153
705	0.1659906977
706	0.1656937087
707	0.1656307881
708	0.1655720777
709	0.1654490013
710	0.1654322711
711	0.1652880397
712	0.165184626
713	0.1650544889
714	0.1648181665
715	0.1646448253
716	0.1645344181
717	0.1645235874
718	0.1645146129
719	0.1641511087
720	0.1641011361
721	0.1639422923
722	0.1639305894
723	0.1637312029
724	0.1634409318
725	0.1632844693
726	0.163083703
727	0.1628614787
728	0.162730587
729	0.1625607207
730	0.1625535352
731	0.1622661575
732	0.162142821
733	0.1620812539
734	0.1619234388
735	0.1615431425
736	0.1614016468
737	0.1612162884
738	0.1610719659
739	0.160935008
740	0.1606891039
741	0.1605116292
742	0.160347599
743	0.1601064911
744	0.1599865872
745	0.1597366515
746	0.1594515387
747	0.1592633371
748	0.1590118224
749	0.1588958864
750	0.1588183949
751	0.158474775
752	0.1581325692
753	0.1579181538
754	0.1577385897
755	0.1575733043
756	0.1574166753
757	0.1573477207
758	0.1573377626
759	0.1570012237
760	0.1567295241
761	0.1565623606
762	0.156552891
763	0.15630453
764	0.1559841922
765	0.1557501451
766	0.1555432752
767	0.155315296
768	0.1551793591
769	0.1551704221
770	0.1549025743
771	0.1546683763
772	0.1544960784
773	0.1543039944
774	0.1540674625
775	0.1538661152
776	0.1535795854
777	0.1533293615
778	0.1531076988
779	0.1530755384
780	0.1527752807
781	0.152608323
782	0.1525994649
783	0.1523252877
784	0.1520587995
785	0.1517175387
786	0.1516279268
787	0.1513292048
788	0.1512180866
789	0.1509596688
790	0.1506494561
791	0.1503703086
792	0.1501798255
793	0.1500077366
794	0.1497831938
795	0.1495753782
796	0.1493355102
797	0.1490921746
798	0.1487807942
799	0.1487646587
800	0.1485686355
801	0.1482149307
802	0.1480682819
803	0.1478047897
804	0.1476678616
805	0.147480214
806	0.1473139125
807	0.147081918
808	0.1468953983
809	0.1465869801
810	0.1463445406
811	0.1460609164
812	0.1458458816
813	0.1458379568
814	0.1455767857
815	0.1454143054
816	0.1453036096
817	0.1450960565
818	0.1450886104
819	0.1450806163
820	0.1448850822
821	0.144695542
822	0.1446646369
823	0.1444710028
824	0.1441628997
825	0.1441549843
826	0.1438923142
827	0.1436859373
828	0.1435552144
829	0.1433553824
830	0.1433474798
831	0.1431260986
832	0.1429595175
833	0.1427197153
834	0.1425698376
835	0.1423853259
836	0.1422289031
837	0.1418915072
838	0.1417051752
839	0.1416979879
840	0.1415156085
841	0.1413211845
842	0.1411582607
843	0.1410428305
844	0.1407936244
845	0.1407863708
846	0.1407790889
847	0.1404688934
848	0.1403616227
849	0.1401086192
850	0.139959671
851	0.1398024346
852	0.1396130735
853	0.1395320252
854	0.1393579152
855	0.1390709001
856	0.1388815781
857	0.1386862076
858	0.1385835196
859	0.1384144419
860	0.138131233
861	0.1379963582
862	0.1377372821
863	0.1377071647
864	0.1374547691
865	0.1373556781
866	0.1371954391
867	0.1370396393
868	0.1368184742
869	0.1368120275
870	0.1366108421
871	0.1364486259
872	0.1361580127
873	0.1359474321
874	0.1356948124
875	0.135398656
876	0.1353927292
877	0.1352238881
878	0.1349902822
879	0.1348857438
880	0.1346847595
881	0.1344013437
882	0.1341548845
883	0.134013175
884	0.1339318981
885	0.1339233809
886	0.1339168963
887	0.1338225404
888	0.133544198
889	0.1335360087
890	0.133327169
891	0.1331778304
892	0.132989844
893	0.1328998204
894	0.1328787271
895	0.1327739937
896	0.1326237782
897	0.1326169504
898	0.1324111319
899	0.1324048398
900	0.1321738827
901	0.1319680237
902	0.1318753301
903	0.1317185603
904	0.1314242226
905	0.131394565
906	0.1311346432
907	0.1309945388
908	0.1309887584
909	0.1308273488
910	0.1307364702
911	0.1306500067
912	0.1306434778
913	0.1304450497
914	0.1302697282
915	0.1302635038
916	0.1300101205
917	0.1297675426
918	0.1295663826
919	0.1294019195
920	0.1291885646
921	0.1289133997
922	0.1288088559
923	0.1286814832
924	0.1285901214
925	0.1284663533
926	0.1283373791
927	0.1281806857
928	0.1279069208
929	0.1279013234
930	0.1277329857
931	0.1275322338
932	0.1272988299
933	0.1271708939
934	0.1269556592
935	0.1267543207
936	0.1267478708
937	0.1266214467
938	0.1266158872
939	0.126609642
940	0.1264415615
941	0.1263631619
942	0.1262837087
943	0.1262784686
944	0.1261004712
945	0.125812741
946	0.1255583436
947	0.125363529
948	0.1252659619
949	0.1250540494
950	0.1249135561
951	0.1249079099
952	0.1248964942
953	0.1248613809
954	0.1247764514
955	0.1244920605
956	0.1244860167
957	0.1243896619
958	0.1242352884
959	0.1240159873
960	0.1238214664
961	0.1236784899
962	0.1234546836
963	0.1233673048
964	0.123189095
965	0.1229876355
966	0.1228560712
967	0.1226649601
968	0.1224287554
969	0.1222911039
970	0.1221406743
971	0.1219594568
972	0.121828291
973	0.1218234217
974	0.1218180744
975	0.1217026049
976	0.1215473186
977	0.1215412876
978	0.1213852251
979	0.1213798672
980	0.1212406281
981	0.1211582703
982	0.1210421535
983	0.1208214551
984	0.1208161235
985	0.1207031417
986	0.1205041709
987	0.1203487027
988	0.1201692069
989	0.1199954198
990	0.1198965027
991	0.1198123789
992	0.1196531771
993	0.1194870678
994	0.1193326523
995	0.1193274912
996	0.1191842771
997	0.1191791001
998	0.1191739311
999	0.1191688775
