iter	Logloss
242	0.2931473352
243	0.292699156
244	0.2922017725
245	0.2916304709
246	0.2912056145
247	0.2907033176
248	0.290222804
249	0.2899490909
250	0.2895325028
251	0.2891630184
252	0.2889570702
253	0.2885606604
254	0.2883587665
255	0.2878748678
256	0.2873982074
257	0.2871316784
258	0.2865910897
259	0.2862098219
260	0.2858948984
261	0.2856057621
262	0.2853223786
263	0.28492948
264	0.2842548709
265	0.2838296563
266	0.2831970405
267	0.282973853
268	0.2824365192
269	0.2818951283
270	0.2816878814
271	0.2814603424
272	0.2810968763
273	0.2803743643
274	0.2799349974
275	0.2793622108
276	0.2790842167
277	0.278422188
278	0.2780206036
279	0.2775335588
280	0.2772491164
281	0.2768321301
282	0.2765954265
283	0.2762704465
284	0.2757482918
285	0.2753146702
286	0.2747661051
287	0.2742782613
288	0.2739453627
289	0.2736765072
290	0.2731711265
291	0.2729394112
292	0.2724927017
293	0.2720186709
294	0.2714586094
295	0.2710610785
296	0.2706656647
297	0.2703812343
298	0.2699998938
299	0.2694474699
300	0.269179819
301	0.2686521143
302	0.2681071418
303	0.2676208339
304	0.2670225408
305	0.2668528997
306	0.2665118874
307	0.2661390634
308	0.2655209617
309	0.2649161319
310	0.2646641635
311	0.2642351772
312	0.2639456969
313	0.2635108576
314	0.2631458341
315	0.2626485785
316	0.2622852131
317	0.2617649947
318	0.2612712082
319	0.2609100737
320	0.260660548
321	0.2602994542
322	0.260034197
323	0.2596616986
324	0.2589742422
325	0.2584673692
326	0.2579524831
327	0.2576611927
328	0.2573222046
329	0.2568151814
330	0.2566101338
331	0.2559966936
332	0.2554176743
333	0.2550409312
334	0.2546745584
335	0.2543071361
336	0.2539207202
337	0.2533749477
338	0.2530840085
339	0.2526483012
340	0.2520354676
341	0.2516365427
342	0.2513907734
343	0.2511371231
344	0.2508713589
345	0.2504788856
346	0.2503100305
347	0.2501137344
348	0.2496026301
349	0.2494166835
350	0.2488800602
351	0.2483616428
352	0.2480330372
353	0.2476036162
354	0.2473325393
355	0.2471049705
356	0.2467392294
357	0.246420093
358	0.2460124715
359	0.245696624
360	0.2454234228
361	0.2449550795
362	0.2444913521
363	0.2438881317
364	0.2435729006
365	0.2431980032
366	0.2427782544
367	0.2424988301
368	0.2423442503
369	0.242205246
370	0.2417914892
371	0.2415026894
372	0.2409411539
373	0.2405500492
374	0.2402609759
375	0.2399722498
376	0.2395516045
377	0.2393709914
378	0.2390549339
379	0.2388801307
380	0.2382473301
381	0.2378389713
382	0.2375246695
383	0.2370613276
384	0.2367240055
385	0.236455885
386	0.2361623713
387	0.235878412
388	0.2355101152
389	0.2353018268
390	0.2349994251
391	0.2347313086
392	0.2344578836
393	0.2342127002
394	0.2340262787
395	0.2338255827
396	0.2334357791
397	0.2332218825
398	0.2328748799
399	0.232510997
400	0.2320869905
401	0.2320401748
402	0.2319144204
403	0.2317012509
404	0.2315896878
405	0.2311140635
406	0.230867468
407	0.2304563364
408	0.2300426152
409	0.2296298478
410	0.2293749584
411	0.2290622127
412	0.2287392876
413	0.2284148172
414	0.2283121852
415	0.2280049812
416	0.2276437075
417	0.2274057925
418	0.2270700357
419	0.226760544
420	0.226509023
421	0.2260149942
422	0.2258421956
423	0.2255000119
424	0.2250231041
425	0.2245507475
426	0.2241067038
427	0.223627643
428	0.2233221715
429	0.2231721085
430	0.2229956923
431	0.2228247784
432	0.222522797
433	0.2222145969
434	0.2218603918
435	0.2215072175
436	0.2213727038
437	0.2211971128
438	0.2209160503
439	0.2207007542
440	0.2204627423
441	0.2203070686
442	0.2200599288
443	0.2198929337
444	0.2197028107
445	0.2194167958
446	0.2192099551
447	0.2188247047
448	0.2186554222
449	0.2184531292
450	0.2180859148
451	0.2178880669
452	0.2175699203
453	0.2171510674
454	0.216692147
455	0.2163987402
456	0.2162014732
457	0.2159023184
458	0.2154699822
459	0.215222562
460	0.2148900295
461	0.2145751381
462	0.2142577657
463	0.2140819828
464	0.21386518
465	0.2137082883
466	0.2134804357
467	0.2131709782
468	0.2129190772
469	0.2126652229
470	0.2124436353
471	0.2120779717
472	0.2118189816
473	0.2115898073
474	0.2114452903
475	0.2112236799
476	0.2109144129
477	0.2102331933
478	0.2099771091
479	0.2098141449
480	0.2095160546
481	0.2092945864
482	0.2089853958
483	0.2085480703
484	0.2083435797
485	0.2080107928
486	0.207777334
487	0.2076444501
488	0.2074971022
489	0.2071085495
490	0.2069352965
491	0.2067507138
492	0.2066816407
493	0.2064363873
494	0.2063043342
495	0.2059402081
496	0.2057432498
497	0.2051939008
498	0.2050919382
499	0.2049120227
500	0.2047995398
501	0.2044163912
502	0.204184267
503	0.2040014986
504	0.2038924241
505	0.2036363096
506	0.2033614062
507	0.2030291745
508	0.202716755
509	0.2025558221
510	0.2020745695
511	0.2016591616
512	0.2014831281
513	0.2013167635
514	0.2010256575
515	0.2008938706
516	0.2006009229
517	0.2004240655
518	0.2000190859
519	0.1998232614
520	0.1995286959
521	0.1993276732
522	0.1989792162
523	0.1988164266
524	0.1987421489
525	0.1983935657
526	0.1980847198
527	0.1978927978
528	0.1976651455
529	0.197342091
530	0.1972059996
531	0.1969438827
532	0.1967696445
533	0.1965172452
534	0.1962915969
535	0.1959391206
536	0.1956559397
537	0.1954693218
538	0.1951793901
539	0.1949364837
540	0.1948022508
541	0.1945391828
542	0.1943535949
543	0.1940986938
544	0.1937989428
545	0.193520491
546	0.1931464012
547	0.1929395344
548	0.1927574089
549	0.1925212115
550	0.1923687513
551	0.1920872277
552	0.1919357919
553	0.1917050417
554	0.1915478121
555	0.1914128325
556	0.1912380793
557	0.1910238933
558	0.1906877929
559	0.1905239739
560	0.1904082168
561	0.1900587075
562	0.1897049521
563	0.1895683375
564	0.1893247899
565	0.1890719585
566	0.1887367621
567	0.1883290237
568	0.1881805163
569	0.188018418
570	0.1878182225
571	0.1875135578
572	0.1871628084
573	0.1869376817
574	0.1868385333
575	0.1867144163
576	0.1864426652
577	0.1860130368
578	0.1857139876
579	0.1854695463
580	0.1852021708
581	0.184934677
582	0.1847668633
583	0.1845738646
584	0.1844235272
585	0.1841628048
586	0.1840247081
587	0.1837584619
588	0.1835879062
589	0.1833691054
590	0.1831033406
591	0.1829287986
592	0.1827295671
593	0.1825604656
594	0.1823598987
595	0.1820532036
596	0.1817614828
597	0.1815375187
598	0.1812880581
599	0.1810692828
600	0.1808939595
601	0.1804421554
602	0.1800329066
603	0.179694652
604	0.1796389051
605	0.1794504398
606	0.1792410599
607	0.1790162446
608	0.178827718
609	0.1785919896
610	0.1783051693
611	0.1781270345
612	0.1779584982
613	0.1777882084
614	0.1776357725
615	0.1775152883
616	0.1773126425
617	0.177243798
618	0.1769879178
619	0.1767909233
620	0.1765666554
621	0.1763290519
622	0.1761033011
623	0.1759665072
624	0.175641832
625	0.1750898665
626	0.17468998
627	0.1743105073
628	0.1741430953
629	0.1739366921
630	0.1737353195
631	0.1735107616
632	0.1733275182
633	0.1730840023
634	0.1729229879
635	0.1727397009
636	0.1725461241
637	0.172269655
638	0.1720239163
639	0.1718384943
640	0.1716839194
641	0.1714146871
642	0.1712740014
643	0.1710964752
644	0.1708886081
645	0.1705594341
646	0.1703869263
647	0.1701592879
648	0.1699718809
649	0.1696341693
650	0.1694870703
651	0.1692865617
652	0.1690236982
653	0.1688223838
654	0.1686163984
655	0.1684918011
656	0.1683473152
657	0.1682024967
658	0.1679473686
659	0.1678437853
660	0.1676884154
661	0.1674969009
662	0.1673360573
663	0.1672586515
664	0.1670785926
665	0.1668029735
666	0.1666676804
667	0.1665196177
668	0.1663141656
669	0.1660322303
670	0.1658331259
671	0.165511423
672	0.1652579094
673	0.1650911656
674	0.1648893811
675	0.1646427938
676	0.1645078019
677	0.1643859756
678	0.1642049201
679	0.1639584173
680	0.1637842503
681	0.1636557477
682	0.1633973835
683	0.1630908674
684	0.1629010543
685	0.1626882406
686	0.1624211598
687	0.1623210462
688	0.1621606853
689	0.161948758
690	0.1617693192
691	0.1615025305
692	0.1610987017
693	0.1609499707
694	0.160775876
695	0.1606175815
696	0.1605030059
697	0.1602996427
698	0.160041594
699	0.1599476741
700	0.1598375697
701	0.1595950804
702	0.1593789591
703	0.1591784015
704	0.159034038
705	0.1588731331
706	0.1585527881
707	0.1584111795
708	0.1581203361
709	0.1578893261
710	0.1576257844
711	0.1574604258
712	0.1571594657
713	0.1570005966
714	0.156760143
715	0.1565688746
716	0.1564090609
717	0.1563993079
718	0.1561792486
719	0.1559998073
720	0.1558822437
721	0.1558755627
722	0.1556691406
723	0.1554541235
724	0.1553641672
725	0.1551527545
726	0.1550042033
727	0.1546624506
728	0.1544890719
729	0.1544820196
730	0.1543470576
731	0.1539910208
732	0.1538515874
733	0.1536865206
734	0.1533291621
735	0.1533246051
736	0.1529372801
737	0.1527809387
738	0.1525786272
739	0.1523957342
740	0.1520488598
741	0.1517954312
742	0.1517873165
743	0.1516057582
744	0.1514972774
745	0.151343551
746	0.1511790397
747	0.1509759416
748	0.1506318936
749	0.1504442265
750	0.150435261
751	0.1500580038
752	0.1498736105
753	0.149753146
754	0.1495434803
755	0.1493673195
756	0.1490254029
757	0.148732234
758	0.1486125338
759	0.1483050408
760	0.1482216193
761	0.1480767451
762	0.1478135876
763	0.1476556828
764	0.1474799517
765	0.1471818131
766	0.1468344559
767	0.146512398
768	0.1462377432
769	0.146134872
770	0.145938312
771	0.1458174881
772	0.1458092447
773	0.1458023531
774	0.145794346
775	0.1456268365
776	0.1454223388
777	0.1452476106
778	0.1451342003
779	0.1451236191
780	0.1448817294
781	0.1446310902
782	0.1445089753
783	0.1442230805
784	0.1440546987
785	0.1437768729
786	0.1435847805
787	0.1434071716
788	0.1431460084
789	0.1428923538
790	0.142624731
791	0.1424313523
792	0.1422830955
793	0.1420846363
794	0.1419740263
795	0.14162801
796	0.1414755571
797	0.1411988811
798	0.1410666644
799	0.1408457585
800	0.1404910924
801	0.1403487545
802	0.1401775666
803	0.1400380616
804	0.1398107523
805	0.139803549
806	0.1396539167
807	0.1394135001
808	0.139141212
809	0.138921451
810	0.138769137
811	0.1385261903
812	0.138518798
813	0.1383851701
814	0.1380681799
815	0.1377970704
816	0.1377896466
817	0.1376539833
818	0.1375762385
819	0.1373829365
820	0.1373748448
821	0.1372080837
822	0.1370759337
823	0.1370687463
824	0.1368290677
825	0.1367042183
826	0.1365149558
827	0.1363842045
828	0.1362483676
829	0.1361019841
830	0.1359595426
831	0.1356620523
832	0.1355467535
833	0.135458346
834	0.1353530179
835	0.1353459883
836	0.1353395758
837	0.1350871096
838	0.1348973423
839	0.1346812624
840	0.1346747841
841	0.1346681484
842	0.1346266159
843	0.134480133
844	0.1343929176
845	0.1343862345
846	0.1343163289
847	0.1341562932
848	0.1341502245
849	0.1340102298
850	0.1338105091
851	0.1336859584
852	0.133438009
853	0.1332819221
854	0.1331606246
855	0.1329674198
856	0.1326536604
857	0.1324654857
858	0.1324590361
859	0.1323460282
860	0.1323297764
861	0.1321092239
862	0.1319785408
863	0.1319722042
864	0.1318047481
865	0.1315702029
866	0.1314849115
867	0.1313105013
868	0.1310626244
869	0.1307681274
870	0.1306575143
871	0.1304558253
872	0.1304497537
873	0.1304011032
874	0.130288546
875	0.1300759681
876	0.1299176825
877	0.1297761092
878	0.1295978874
879	0.1294357924
880	0.1292246557
881	0.1292193165
882	0.1290462211
883	0.1288241767
884	0.128625161
885	0.1284190682
886	0.1284134375
887	0.1282473505
888	0.1281374621
889	0.1280456065
890	0.128040107
891	0.1278209374
892	0.1276981623
893	0.1274763969
894	0.1273164291
895	0.1271029667
896	0.1267897113
897	0.1266352437
898	0.126517307
899	0.1262915792
900	0.1262861111
901	0.1262807167
902	0.1262754219
903	0.1260181733
904	0.125914284
905	0.1258172127
906	0.1256011283
907	0.1255174591
908	0.1252920502
909	0.1252867398
910	0.1250716211
911	0.1249425165
912	0.1248630967
913	0.1245931411
914	0.1244891336
915	0.1242822504
916	0.1241597388
917	0.1239328645
918	0.1237963861
919	0.123720836
920	0.1235764266
921	0.1234659421
922	0.1234608943
923	0.1233665722
924	0.123254211
925	0.1231155218
926	0.1230060569
927	0.1228190856
928	0.122644156
929	0.1226392027
930	0.1225063864
931	0.1223616037
932	0.1222787268
933	0.1221003002
934	0.1219388688
935	0.1218528954
936	0.1218481076
937	0.12169088
938	0.1216861605
939	0.1215167646
940	0.1215118874
941	0.1213619681
942	0.1213575399
943	0.121219538
944	0.121100368
945	0.1210353778
946	0.1208688011
947	0.120780614
948	0.1206325398
949	0.1204592682
950	0.1203641253
951	0.1203597914
952	0.1201516073
953	0.1201475334
954	0.1199692753
955	0.1199038474
956	0.1198985369
957	0.1196194525
958	0.1194710939
959	0.1193695566
960	0.1192550859
961	0.1192510563
962	0.1191419576
963	0.1190074303
964	0.1188758146
965	0.1186215864
966	0.1184528751
967	0.1184486172
968	0.1183169745
969	0.1181961072
970	0.1180675415
971	0.1179496832
972	0.1177654073
973	0.1175679091
974	0.1174295493
975	0.1173542845
976	0.1172835629
977	0.1172786465
978	0.1171201242
979	0.117064513
980	0.1169963675
981	0.1167863028
982	0.1167822211
983	0.1167108947
984	0.1165168006
985	0.1163130082
986	0.1162198235
987	0.1160168663
988	0.1158384971
989	0.1157630402
990	0.1156327701
991	0.115628956
992	0.115625344
993	0.1153215433
994	0.1153177973
995	0.1151974282
996	0.1149432405
997	0.1148583398
998	0.1146723327
999	0.114459544
